sample start (ns), sample end (ns), package-0 (J), core (J), dram (J), amdgpu-pci-0300#power1_average (W), integrated amdgpu-pci-0300#power1_average (J),
1704476791533548212, 1704476791632678399, 3.842885, 3.458976, 0.169922, 10.000000, 1.000000, 
1704476791632678399, 1704476791733112646, 3.634452, 3.260306, 0.162414, 9.000000, 0.900000, 
1704476791733112646, 1704476791833298444, 3.771230, 3.395011, 0.170715, 9.000000, 0.900000, 
1704476791833298444, 1704476791933484060, 3.488944, 3.147087, 0.161315, 10.000000, 1.000000, 
1704476791933484060, 1704476792032890256, 3.688345, 3.292655, 0.169556, 11.000000, 1.100000, 
1704476792032890256, 1704476792133087176, 3.485953, 3.133293, 0.163390, 10.000000, 1.000000, 
1704476792133087176, 1704476792233306013, 3.650137, 3.277884, 0.171997, 9.000000, 0.900000, 
1704476792233306013, 1704476792333496688, 3.418570, 3.088737, 0.164916, 11.000000, 1.100000, 
1704476792333496688, 1704476792433674674, 3.755667, 3.362480, 0.178589, 11.000000, 1.100000, 
1704476792433674674, 1704476792532889731, 4.025747, 3.642752, 0.177245, 12.000000, 1.200000, 
1704476792532889731, 1704476792633135740, 3.698476, 3.333853, 0.169006, 11.000000, 1.100000, 
1704476792633135740, 1704476792733329765, 3.450370, 3.105400, 0.161072, 10.000000, 1.000000, 
1704476792733329765, 1704476792833557859, 4.112294, 3.732351, 0.182067, 9.000000, 0.900000, 
1704476792833557859, 1704476792932729026, 3.362846, 3.022637, 0.158386, 11.000000, 1.100000, 
1704476792932729026, 1704476793032946389, 3.758230, 3.357230, 0.172851, 11.000000, 1.100000, 
1704476793032946389, 1704476793133157697, 3.431143, 3.081108, 0.160278, 11.000000, 1.100000, 
1704476793133157697, 1704476793233365277, 3.749808, 3.378409, 0.168579, 11.000000, 1.100000, 
1704476793233365277, 1704476793333548026, 3.487601, 3.149406, 0.162109, 12.000000, 1.200000, 
1704476793333548026, 1704476793432736078, 3.769765, 3.388480, 0.169433, 11.000000, 1.100000, 
1704476793432736078, 1704476793532927933, 3.519889, 3.138237, 0.159606, 11.000000, 1.100000, 
1704476793532927933, 1704476793633104185, 3.827321, 3.461539, 0.170471, 10.000000, 1.000000, 
1704476793633104185, 1704476793733282241, 3.443351, 3.088310, 0.160461, 9.000000, 0.900000, 
1704476793733282241, 1704476793833461234, 3.808828, 3.451346, 0.172851, 9.000000, 0.900000, 
1704476793833461234, 1704476793933675906, 3.398002, 3.041252, 0.156677, 9.000000, 0.900000, 
1704476793933675906, 1704476794032860186, 3.686941, 3.318290, 0.174133, 9.000000, 0.900000, 
1704476794032860186, 1704476794133097650, 3.482108, 3.098014, 0.160400, 8.000000, 0.800000, 
1704476794133097650, 1704476794233305888, 3.632071, 3.266899, 0.167236, 10.000000, 1.000000, 
1704476794233305888, 1704476794333550189, 3.430411, 3.076835, 0.159423, 12.000000, 1.200000, 
1704476794333550189, 1704476794432672876, 3.574209, 3.223869, 0.169739, 10.000000, 1.000000, 
1704476794432672876, 1704476794532882260, 3.489493, 3.113090, 0.156432, 9.000000, 0.900000, 
1704476794532882260, 1704476794633095452, 3.794424, 3.409842, 0.172302, 9.000000, 0.900000, 
1704476794633095452, 1704476794733260781, 3.439872, 3.083305, 0.158264, 11.000000, 1.100000, 
1704476794733260781, 1704476794833446823, 3.700369, 3.336234, 0.170776, 10.000000, 1.000000, 
1704476794833446823, 1704476794933656588, 3.505362, 3.146355, 0.160522, 11.000000, 1.100000, 
1704476794933656588, 1704476795032842601, 3.578421, 3.241874, 0.166931, 10.000000, 1.000000, 
1704476795032842601, 1704476795133084048, 3.460867, 3.053459, 0.160766, 11.000000, 1.100000, 
1704476795133084048, 1704476795233268683, 3.656546, 3.296744, 0.170287, 11.000000, 1.100000, 
1704476795233268683, 1704476795333453211, 3.410087, 3.051079, 0.157227, 11.000000, 1.100000, 
1704476795333453211, 1704476795433638336, 3.580313, 3.226188, 0.167724, 11.000000, 1.100000, 
1704476795433638336, 1704476795532843942, 4.817126, 4.436573, 0.230773, 51.000000, 5.100000, 
1704476795532843942, 1704476795633580969, 5.355272, 4.960986, 0.280029, 80.000000, 8.000000, 
1704476795633580969, 1704476795732712391, 5.334947, 4.922961, 0.271972, 97.000000, 9.700000, 
1704476795732712391, 1704476795833008100, 5.298266, 4.893176, 0.245665, 94.000000, 9.400000, 
1704476795833008100, 1704476795933239778, 5.280015, 4.884814, 0.276672, 97.000000, 9.700000, 
1704476795933239778, 1704476796033502572, 4.640308, 4.273060, 0.204589, 58.000000, 5.800000, 
1704476796033502572, 1704476796132656122, 4.207753, 3.860586, 0.147644, 27.000000, 2.700000, 
1704476796132656122, 1704476796232894496, 4.340138, 3.988210, 0.153015, 14.000000, 1.400000, 
1704476796232894496, 1704476796333078984, 4.310902, 3.915700, 0.169128, 18.000000, 1.800000, 
1704476796333078984, 1704476796433257169, 3.831106, 3.484489, 0.123779, 11.000000, 1.100000, 
1704476796433257169, 1704476796533439706, 3.993642, 3.648489, 0.124206, 8.000000, 0.800000, 
1704476796533439706, 1704476796633576073, 3.977834, 3.626394, 0.121399, 7.000000, 0.700000, 
1704476796633576073, 1704476796732743465, 3.872793, 3.534720, 0.117309, 7.000000, 0.700000, 
1704476796732743465, 1704476796832952893, 3.799612, 3.444511, 0.118225, 6.000000, 0.600000, 
1704476796832952893, 1704476796933077258, 3.776113, 3.394827, 0.124267, 6.000000, 0.600000, 
1704476796933077258, 1704476797033232952, 3.709524, 3.361747, 0.119873, 6.000000, 0.600000, 
1704476797033232952, 1704476797133373883, 4.010122, 3.662222, 0.122314, 6.000000, 0.600000, 
1704476797133373883, 1704476797233523095, 3.936269, 3.588858, 0.122253, 6.000000, 0.600000, 
1704476797233523095, 1704476797333699428, 3.991262, 3.646597, 0.120910, 6.000000, 0.600000, 
1704476797333699428, 1704476797432940521, 3.886098, 3.540152, 0.119751, 6.000000, 0.600000, 
1704476797432940521, 1704476797533119261, 3.599051, 3.217216, 0.123962, 6.000000, 0.600000, 
1704476797533119261, 1704476797633350664, 4.022451, 3.678152, 0.122436, 6.000000, 0.600000, 
1704476797633350664, 1704476797733536247, 3.881826, 3.539481, 0.121155, 6.000000, 0.600000, 
1704476797733536247, 1704476797832689227, 3.738150, 3.387565, 0.122619, 6.000000, 0.600000, 
1704476797832689227, 1704476797932888668, 3.848867, 3.507925, 0.133484, 6.000000, 0.600000, 
1704476797932888668, 1704476798033216991, 4.024342, 3.646231, 0.140075, 6.000000, 0.600000, 
1704476798033216991, 1704476798133410083, 4.785327, 4.419850, 0.204711, 26.000000, 2.600000, 
1704476798133410083, 1704476798233579369, 5.446459, 5.067064, 0.247619, 56.000000, 5.600000, 
1704476798233579369, 1704476798333083586, 5.972030, 5.538011, 0.300903, 121.000000, 12.100000, 
1704476798333083586, 1704476798434208880, 5.507799, 5.108141, 0.283813, 154.000000, 15.400000, 
1704476798434208880, 1704476798533667965, 5.748215, 5.375902, 0.291198, 166.000000, 16.600000, 
1704476798533667965, 1704476798633301732, 5.621446, 5.193773, 0.286986, 158.000000, 15.800000, 
1704476798633301732, 1704476798733583901, 5.762253, 5.356554, 0.320678, 166.000000, 16.600000, 
1704476798733583901, 1704476798833588087, 5.230638, 4.829822, 0.295959, 170.000000, 17.000000, 
1704476798833588087, 1704476798932747164, 5.179369, 4.775256, 0.294066, 170.000000, 17.000000, 
1704476798932747164, 1704476799034220069, 5.580064, 5.141039, 0.306579, 167.000000, 16.700000, 
1704476799034220069, 1704476799133595169, 5.152087, 4.774280, 0.289489, 166.000000, 16.600000, 
1704476799133595169, 1704476799233149497, 5.126696, 4.689990, 0.310302, 171.000000, 17.100000, 
1704476799233149497, 1704476799333362703, 4.760485, 4.350819, 0.284362, 177.000000, 17.700000, 
1704476799333362703, 1704476799432721536, 4.866138, 4.495228, 0.286987, 172.000000, 17.200000, 
1704476799432721536, 1704476799532908103, 4.592090, 4.179005, 0.268066, 174.000000, 17.400000, 
1704476799532908103, 1704476799633187863, 5.029650, 4.614735, 0.310485, 173.000000, 17.300000, 
1704476799633187863, 1704476799733409351, 5.069567, 4.649158, 0.310301, 177.000000, 17.700000, 
1704476799733409351, 1704476799833663294, 4.593739, 4.251881, 0.256897, 178.000000, 17.800000, 
1704476799833663294, 1704476799932865295, 4.924731, 4.507190, 0.271728, 174.000000, 17.400000, 
1704476799932865295, 1704476800033392425, 4.743457, 4.301015, 0.272948, 177.000000, 17.700000, 
1704476800033392425, 1704476800133652227, 4.656848, 4.295521, 0.247314, 177.000000, 17.700000, 
1704476800133652227, 1704476800233221980, 4.500721, 4.093618, 0.226196, 179.000000, 17.900000, 
1704476800233221980, 1704476800333432536, 4.415150, 4.038075, 0.217834, 181.000000, 18.100000, 
1704476800333432536, 1704476800434840422, 4.030751, 3.683523, 0.195312, 180.000000, 18.000000, 
1704476800434840422, 1704476800533050132, 4.306630, 3.945608, 0.206908, 178.000000, 17.800000, 
1704476800533050132, 1704476800633204601, 4.457142, 4.037160, 0.207092, 181.000000, 18.100000, 
1704476800633204601, 1704476800733412817, 4.241200, 3.871999, 0.204284, 182.000000, 18.200000, 
1704476800733412817, 1704476800834440455, 4.181752, 3.818960, 0.202392, 182.000000, 18.200000, 
1704476800834440455, 1704476800932676354, 4.171498, 3.812613, 0.200988, 183.000000, 18.300000, 
1704476800932676354, 1704476801032866662, 4.096852, 3.725271, 0.192566, 183.000000, 18.300000, 
1704476801032866662, 1704476801133086454, 4.248708, 3.892812, 0.208495, 184.000000, 18.400000, 
1704476801133086454, 1704476801233266733, 4.097279, 3.681814, 0.192810, 183.000000, 18.300000, 
1704476801233266733, 1704476801333444108, 4.060354, 3.695792, 0.197265, 184.000000, 18.400000, 
1704476801333444108, 1704476801433630346, 4.000600, 3.642202, 0.195800, 183.000000, 18.300000, 
1704476801433630346, 1704476801532714122, 4.128712, 3.767996, 0.202148, 178.000000, 17.800000, 
1704476801532714122, 1704476801633017073, 4.123891, 3.749014, 0.196594, 182.000000, 18.200000, 
1704476801633017073, 1704476801733124655, 4.194447, 3.835195, 0.205749, 182.000000, 18.200000, 
1704476801733124655, 1704476801833314640, 4.124624, 3.716055, 0.193908, 182.000000, 18.200000, 
1704476801833314640, 1704476801933506197, 4.142994, 3.780813, 0.201843, 184.000000, 18.400000, 
1704476801933506197, 1704476802033703262, 4.095449, 3.734915, 0.194580, 183.000000, 18.300000, 
1704476802033703262, 1704476802132930563, 4.197682, 3.843679, 0.202209, 184.000000, 18.400000, 
1704476802132930563, 1704476802233141262, 4.027578, 3.649893, 0.194823, 183.000000, 18.300000, 
1704476802233141262, 1704476802333334178, 4.064381, 3.661551, 0.193786, 183.000000, 18.300000, 
1704476802333334178, 1704476802433541650, 4.038076, 3.685049, 0.190613, 183.000000, 18.300000, 
1704476802433541650, 1704476802532730897, 4.741199, 4.379139, 0.200622, 177.000000, 17.700000, 
1704476802532730897, 1704476802632867120, 4.427967, 4.069143, 0.192199, 177.000000, 17.700000, 
1704476802632867120, 1704476802733081901, 4.020070, 3.641226, 0.196716, 182.000000, 18.200000, 
1704476802733081901, 1704476802833286926, 4.016714, 3.618704, 0.194518, 183.000000, 18.300000, 
1704476802833286926, 1704476802933522827, 4.013722, 3.655081, 0.197449, 184.000000, 18.400000, 
1704476802933522827, 1704476803032697057, 3.806448, 3.440787, 0.182982, 185.000000, 18.500000, 
1704476803032697057, 1704476803132936705, 4.184071, 3.827810, 0.198303, 185.000000, 18.500000, 
1704476803132936705, 1704476803233114566, 4.113820, 3.740347, 0.196594, 184.000000, 18.400000, 
1704476803233114566, 1704476803333402152, 4.078237, 3.685293, 0.195861, 184.000000, 18.400000, 
1704476803333402152, 1704476803433607829, 3.927785, 3.570181, 0.186035, 183.000000, 18.300000, 
1704476803433607829, 1704476803532754467, 4.054372, 3.695853, 0.189147, 183.000000, 18.300000, 
1704476803532754467, 1704476803632966159, 3.988393, 3.626882, 0.187805, 184.000000, 18.400000, 
1704476803632966159, 1704476803733163804, 3.926382, 3.579642, 0.193237, 182.000000, 18.200000, 
1704476803733163804, 1704476803833367134, 4.136891, 3.710135, 0.196288, 184.000000, 18.400000, 
1704476803833367134, 1704476803933577523, 3.978017, 3.622305, 0.197510, 185.000000, 18.500000, 
1704476803933577523, 1704476804032717264, 3.781363, 3.413687, 0.183654, 184.000000, 18.400000, 
1704476804032717264, 1704476804132747895, 3.888662, 3.533927, 0.188110, 184.000000, 18.400000, 
1704476804132747895, 1704476804232965768, 3.896352, 3.508963, 0.187621, 185.000000, 18.500000, 
1704476804232965768, 1704476804333155051, 4.086415, 3.750540, 0.205444, 184.000000, 18.400000, 
1704476804333155051, 1704476804433385529, 3.906362, 3.486441, 0.192810, 185.000000, 18.500000, 
1704476804433385529, 1704476804533584572, 4.039175, 3.686148, 0.196410, 185.000000, 18.500000, 
1704476804533584572, 1704476804632738398, 3.934010, 3.563772, 0.187683, 185.000000, 18.500000, 
1704476804632738398, 1704476804732922994, 3.958303, 3.599540, 0.190734, 186.000000, 18.600000, 
1704476804732922994, 1704476804833100124, 3.960256, 3.592520, 0.193176, 185.000000, 18.500000, 
1704476804833100124, 1704476804933249476, 3.982046, 3.577078, 0.195251, 186.000000, 18.600000, 
1704476804933249476, 1704476805033440067, 3.782156, 3.423758, 0.183471, 183.000000, 18.300000, 
1704476805033440067, 1704476805133632199, 3.923390, 3.564627, 0.193176, 182.000000, 18.200000, 
1704476805133632199, 1704476805232785496, 3.814993, 3.447257, 0.180664, 186.000000, 18.600000, 
1704476805232785496, 1704476805333085477, 4.059621, 3.722708, 0.198547, 184.000000, 18.400000, 
1704476805333085477, 1704476805433310425, 3.935049, 3.512442, 0.189757, 185.000000, 18.500000, 
1704476805433310425, 1704476805533499021, 3.942372, 3.586356, 0.188171, 185.000000, 18.500000, 
1704476805533499021, 1704476805632700806, 3.914175, 3.545767, 0.186767, 185.000000, 18.500000, 
1704476805632700806, 1704476805732881982, 4.031362, 3.681692, 0.196045, 186.000000, 18.600000, 
1704476805732881982, 1704476805833070704, 3.889943, 3.517081, 0.186584, 185.000000, 18.500000, 
1704476805833070704, 1704476805932682001, 3.927419, 3.549613, 0.190429, 185.000000, 18.500000, 
1704476805932682001, 1704476806032892174, 3.914907, 3.548880, 0.187378, 184.000000, 18.400000, 
1704476806032892174, 1704476806133108200, 3.947988, 3.583487, 0.193603, 185.000000, 18.500000, 
1704476806133108200, 1704476806233325124, 3.976370, 3.573111, 0.194518, 185.000000, 18.500000, 
1704476806233325124, 1704476806333635103, 3.845266, 3.497488, 0.187439, 184.000000, 18.400000, 
1704476806333635103, 1704476806432888938, 3.862966, 3.497367, 0.183837, 184.000000, 18.400000, 
1704476806432888938, 1704476806532990053, 4.023305, 3.670706, 0.188415, 184.000000, 18.400000, 
1704476806532990053, 1704476806633173773, 4.079396, 3.701955, 0.197631, 186.000000, 18.600000, 
1704476806633173773, 1704476806733362570, 3.906973, 3.508414, 0.188904, 186.000000, 18.600000, 
1704476806733362570, 1704476806833621655, 3.894216, 3.530936, 0.186279, 185.000000, 18.500000, 
1704476806833621655, 1704476806932896491, 3.750051, 3.410697, 0.183288, 184.000000, 18.400000, 
1704476806932896491, 1704476807033668402, 4.107228, 3.707266, 0.201232, 186.000000, 18.600000, 
1704476807033668402, 1704476807132893464, 3.896475, 3.562186, 0.186706, 186.000000, 18.600000, 
1704476807132893464, 1704476807233084261, 3.973745, 3.592092, 0.189819, 182.000000, 18.200000, 
1704476807233084261, 1704476807333300378, 3.965810, 3.564383, 0.190063, 184.000000, 18.400000, 
1704476807333300378, 1704476807433518012, 4.059865, 3.692374, 0.193115, 181.000000, 18.100000, 
1704476807433518012, 1704476807532655870, 3.959706, 3.624380, 0.185485, 183.000000, 18.300000, 
1704476807532655870, 1704476807632898058, 4.044790, 3.656363, 0.192932, 183.000000, 18.300000, 
1704476807632898058, 1704476807733286254, 4.093129, 3.752554, 0.201720, 185.000000, 18.500000, 
1704476807733286254, 1704476807833776007, 4.157643, 3.749929, 0.190979, 183.000000, 18.300000, 
1704476807833776007, 1704476807933251704, 3.895132, 3.568839, 0.188598, 184.000000, 18.400000, 
1704476807933251704, 1704476808033523815, 4.092397, 3.673940, 0.192443, 183.000000, 18.300000, 
1704476808033523815, 1704476808132651508, 3.946157, 3.591422, 0.186890, 185.000000, 18.500000, 
1704476808132651508, 1704476808232843637, 4.043873, 3.668386, 0.193053, 181.000000, 18.100000, 
1704476808232843637, 1704476808333035364, 4.079763, 3.733023, 0.195984, 184.000000, 18.400000, 
1704476808333035364, 1704476808433277039, 4.089284, 3.711477, 0.197204, 184.000000, 18.400000, 
1704476808433277039, 1704476808533608485, 4.121999, 3.730460, 0.191894, 185.000000, 18.500000, 
1704476808533608485, 1704476808632731318, 4.074574, 3.705129, 0.192809, 183.000000, 18.300000, 
1704476808632731318, 1704476808733010863, 3.845449, 3.524894, 0.187561, 185.000000, 18.500000, 
1704476808733010863, 1704476808833653092, 4.157766, 3.735220, 0.201354, 186.000000, 18.600000, 
1704476808833653092, 1704476808933327793, 3.778310, 3.450491, 0.181946, 185.000000, 18.500000, 
1704476808933327793, 1704476809032868927, 3.962881, 3.556998, 0.188598, 184.000000, 18.400000, 
1704476809032868927, 1704476809133453591, 3.853444, 3.475943, 0.186340, 183.000000, 18.300000, 
1704476809133453591, 1704476809232715954, 3.895498, 3.531607, 0.186645, 182.000000, 18.200000, 
1704476809232715954, 1704476809332906034, 3.982168, 3.620535, 0.193603, 184.000000, 18.400000, 
1704476809332906034, 1704476809433091620, 4.029530, 3.663809, 0.193725, 186.000000, 18.600000, 
1704476809433091620, 1704476809533474169, 3.939016, 3.557731, 0.184325, 184.000000, 18.400000, 
1704476809533474169, 1704476809632653140, 3.930593, 3.559317, 0.191772, 183.000000, 18.300000, 
1704476809632653140, 1704476809732889604, 3.819021, 3.467947, 0.183960, 184.000000, 18.400000, 
1704476809732889604, 1704476809833100739, 4.274831, 3.899282, 0.202148, 183.000000, 18.300000, 
1704476809833100739, 1704476809933314860, 4.158131, 3.798086, 0.201537, 185.000000, 18.500000, 
1704476809933314860, 1704476810033497894, 4.164113, 3.759329, 0.200500, 186.000000, 18.600000, 
1704476810033497894, 1704476810133689306, 3.988698, 3.631094, 0.191101, 184.000000, 18.400000, 
1704476810133689306, 1704476810232985859, 4.272938, 3.921560, 0.205017, 185.000000, 18.500000, 
1704476810232985859, 1704476810333184740, 4.065847, 3.696463, 0.202331, 185.000000, 18.500000, 
1704476810333184740, 1704476810433394744, 4.184010, 3.806631, 0.213439, 184.000000, 18.400000, 
1704476810433394744, 1704476810533578458, 4.049611, 3.651663, 0.195434, 184.000000, 18.400000, 
1704476810533578458, 1704476810632713300, 4.183767, 3.817068, 0.196960, 182.000000, 18.200000, 
1704476810632713300, 1704476810732895454, 3.944081, 3.575247, 0.188354, 183.000000, 18.300000, 
1704476810732895454, 1704476810833088979, 4.114614, 3.758230, 0.196044, 182.000000, 18.200000, 
1704476810833088979, 1704476810933269438, 3.962819, 3.584463, 0.184753, 183.000000, 18.300000, 
1704476810933269438, 1704476811033481832, 4.020742, 3.633597, 0.195679, 180.000000, 18.000000, 
1704476811033481832, 1704476811133670910, 3.868764, 3.506522, 0.183227, 184.000000, 18.400000, 
1704476811133670910, 1704476811232880833, 3.989370, 3.622183, 0.192016, 185.000000, 18.500000, 
1704476811232880833, 1704476811333526826, 4.165028, 3.794180, 0.185119, 145.000000, 14.500000, 
1704476811333526826, 1704476811432868765, 4.416493, 4.133168, 0.220153, 153.000000, 15.300000, 
1704476811432868765, 1704476811533406102, 5.757249, 5.307115, 0.283508, 142.000000, 14.200000, 
1704476811533406102, 1704476811632700765, 5.366746, 4.924731, 0.290709, 149.000000, 14.900000, 
1704476811632700765, 1704476811732926747, 5.507615, 5.094470, 0.303466, 152.000000, 15.200000, 
1704476811732926747, 1704476811833350696, 5.509386, 5.145555, 0.277649, 155.000000, 15.500000, 
1704476811833350696, 1704476811933052998, 5.592209, 5.144457, 0.335570, 133.000000, 13.300000, 
1704476811933052998, 1704476812033282045, 4.969104, 4.586353, 0.294372, 147.000000, 14.700000, 
1704476812033282045, 1704476812133475630, 5.291185, 4.856738, 0.326354, 155.000000, 15.500000, 
1704476812133475630, 1704476812233669672, 4.621021, 4.191579, 0.276244, 156.000000, 15.600000, 
1704476812233669672, 1704476812332858301, 4.668079, 4.272755, 0.269165, 158.000000, 15.800000, 
1704476812332858301, 1704476812432946037, 4.364857, 4.001577, 0.220702, 159.000000, 15.900000, 
1704476812432946037, 1704476812533143516, 6.088180, 5.699753, 0.279174, 142.000000, 14.200000, 
1704476812533143516, 1704476812633357930, 4.482533, 4.124685, 0.223877, 141.000000, 14.100000, 
1704476812633357930, 1704476812733552724, 4.136403, 3.711233, 0.199218, 153.000000, 15.300000, 
1704476812733552724, 1704476812832689646, 4.653430, 4.294911, 0.197204, 116.000000, 11.600000, 
1704476812832689646, 1704476812932762724, 4.529957, 4.159413, 0.221862, 85.000000, 8.500000, 
1704476812932762724, 1704476813033085596, 4.322987, 3.970204, 0.200622, 59.000000, 5.900000, 
1704476813033085596, 1704476813133572736, 3.987355, 3.581046, 0.185608, 52.000000, 5.200000, 
1704476813133572736, 1704476813232697535, 4.331471, 3.975942, 0.179199, 57.000000, 5.700000, 
1704476813232697535, 1704476813332903790, 4.282460, 3.923147, 0.177428, 58.000000, 5.800000, 
1704476813332903790, 1704476813433082014, 4.271351, 3.913808, 0.180054, 58.000000, 5.800000, 
1704476813433082014, 1704476813533292661, 4.273610, 3.902273, 0.193725, 36.000000, 3.600000, 
1704476813533292661, 1704476813633509832, 3.973622, 3.613638, 0.184509, 19.000000, 1.900000, 
1704476813633509832, 1704476813733691071, 4.172536, 3.777883, 0.166015, 12.000000, 1.200000, 
1704476813733691071, 1704476813832934294, 4.122914, 3.766165, 0.165649, 10.000000, 1.000000, 
1704476813832934294, 1704476813933152152, 4.242848, 3.883230, 0.169250, 9.000000, 0.900000, 
1704476813933152152, 1704476814033308410, 3.997793, 3.647696, 0.161804, 9.000000, 0.900000, 
1704476814033308410, 1704476814133496466, 4.113759, 3.752736, 0.166015, 11.000000, 1.100000, 
1704476814133496466, 1704476814233699901, 4.254811, 3.850088, 0.166503, 11.000000, 1.100000, 
1704476814233699901, 1704476814332921433, 4.115346, 3.755423, 0.165466, 11.000000, 1.100000, 
1704476814332921433, 1704476814433130984, 4.064442, 3.704946, 0.164978, 12.000000, 1.200000, 
1704476814433130984, 1704476814533360414, 4.081350, 3.729727, 0.163390, 10.000000, 1.000000, 
1704476814533360414, 1704476814633570439, 4.122121, 3.768850, 0.164795, 10.000000, 1.000000, 
1704476814633570439, 1704476814732720240, 4.166859, 3.763968, 0.162902, 11.000000, 1.100000, 
1704476814732720240, 1704476814832895487, 4.172170, 3.810842, 0.163452, 9.000000, 0.900000, 
1704476814832895487, 1704476814933137896, 4.208302, 3.863394, 0.166992, 8.000000, 0.800000, 
1704476814933137896, 1704476815033324527, 3.853933, 3.479666, 0.166808, 10.000000, 1.000000, 
1704476815033324527, 1704476815133511621, 4.045583, 3.691214, 0.162476, 10.000000, 1.000000, 
1704476815133511621, 1704476815232659653, 4.221302, 3.823171, 0.167724, 9.000000, 0.900000, 
1704476815232659653, 1704476815332849565, 4.421132, 4.060231, 0.175964, 9.000000, 0.900000, 
1704476815332849565, 1704476815433033205, 4.053578, 3.695303, 0.161498, 12.000000, 1.200000, 
1704476815433033205, 1704476815533244611, 4.249623, 3.882742, 0.163940, 10.000000, 1.000000, 
1704476815533244611, 1704476815633481388, 4.074147, 3.719534, 0.161987, 9.000000, 0.900000, 
1704476815633481388, 1704476815733685802, 4.155141, 3.759878, 0.161499, 8.000000, 0.800000, 
1704476815733685802, 1704476815832898085, 3.893606, 3.539175, 0.164123, 9.000000, 0.900000, 
1704476815832898085, 1704476815933114984, 4.078114, 3.717581, 0.164856, 9.000000, 0.900000, 
1704476815933114984, 1704476816033328206, 4.127797, 3.768850, 0.160155, 9.000000, 0.900000, 
1704476816033328206, 1704476816133514076, 3.829275, 3.478263, 0.163757, 10.000000, 1.000000, 
1704476816133514076, 1704476816233699655, 4.154775, 3.750540, 0.168091, 10.000000, 1.000000, 
1704476816233699655, 1704476816332875131, 3.960927, 3.605032, 0.166381, 9.000000, 0.900000, 
1704476816332875131, 1704476816433062023, 4.138478, 3.779775, 0.168884, 10.000000, 1.000000, 
1704476816433062023, 1704476816533245762, 4.134694, 3.780386, 0.166931, 9.000000, 0.900000, 
1704476816533245762, 1704476816633450438, 4.111196, 3.737051, 0.162597, 9.000000, 0.900000, 
1704476816633450438, 1704476816733653558, 3.874258, 3.483207, 0.163635, 9.000000, 0.900000, 
1704476816733653558, 1704476816832861168, 4.000111, 3.646841, 0.159301, 8.000000, 0.800000, 
1704476816832861168, 1704476816933076716, 4.136464, 3.777029, 0.163330, 8.000000, 0.800000, 
1704476816933076716, 1704476817033258089, 4.125844, 3.761709, 0.162292, 8.000000, 0.800000, 
1704476817033258089, 1704476817133469220, 3.873465, 3.522574, 0.161132, 9.000000, 0.900000, 
1704476817133469220, 1704476817233646156, 4.183705, 3.827261, 0.163208, 9.000000, 0.900000, 
1704476817233646156, 1704476817332789059, 3.970876, 3.574331, 0.161437, 8.000000, 0.800000, 
1704476817332789059, 1704476817432969580, 4.146840, 3.785452, 0.161987, 8.000000, 0.800000, 
1704476817432969580, 1704476817533152974, 4.053456, 3.698660, 0.166565, 9.000000, 0.900000, 
1704476817533152974, 1704476817633339350, 4.189931, 3.819814, 0.161376, 9.000000, 0.900000, 
1704476817633339350, 1704476817733568992, 4.144704, 3.793936, 0.163818, 9.000000, 0.900000, 
1704476817733568992, 1704476817832692457, 4.134877, 3.739492, 0.160156, 9.000000, 0.900000, 
1704476817832692457, 1704476817932872803, 4.165760, 3.807913, 0.160095, 8.000000, 0.800000, 
1704476817932872803, 1704476818033083035, 3.945242, 3.588065, 0.161071, 8.000000, 0.800000, 
1704476818033083035, 1704476818133198568, 3.900991, 3.547781, 0.160034, 8.000000, 0.800000, 
1704476818133198568, 1704476818233425806, 4.107167, 3.738089, 0.158935, 9.000000, 0.900000, 
1704476818233425806, 1704476818333569490, 3.996633, 3.645681, 0.160949, 10.000000, 1.000000, 
1704476818333569490, 1704476818432695185, 4.143239, 3.743277, 0.161438, 9.000000, 0.900000, 
1704476818432695185, 1704476818532909188, 4.152150, 3.795766, 0.158386, 8.000000, 0.800000, 
1704476818532909188, 1704476818633091626, 4.385548, 4.026113, 0.166808, 10.000000, 1.000000, 
1704476818633091626, 1704476818733285950, 4.209828, 3.850210, 0.161743, 10.000000, 1.000000, 
1704476818733285950, 1704476818833476504, 4.022511, 3.666739, 0.160095, 9.000000, 0.900000, 
1704476818833476504, 1704476818933684919, 4.122671, 3.756948, 0.160949, 10.000000, 1.000000, 
1704476818933684919, 1704476819032861572, 3.608877, 3.223808, 0.158813, 10.000000, 1.000000, 
1704476819032861572, 1704476819133059704, 3.929433, 3.570120, 0.158386, 10.000000, 1.000000, 
1704476819133059704, 1704476819233271260, 3.907949, 3.551199, 0.163757, 10.000000, 1.000000, 
1704476819233271260, 1704476819333457076, 3.979787, 3.626761, 0.158264, 9.000000, 0.900000, 
1704476819333457076, 1704476819433643499, 4.147878, 3.785757, 0.158020, 9.000000, 0.900000, 
1704476819433643499, 1704476819532853696, 4.255543, 3.863943, 0.159606, 11.000000, 1.100000, 
1704476819532853696, 1704476819632979684, 3.877859, 3.518912, 0.158508, 11.000000, 1.100000, 
1704476819632979684, 1704476819733157175, 3.911062, 3.559988, 0.158020, 11.000000, 1.100000, 
1704476819733157175, 1704476819833303074, 4.154530, 3.787222, 0.161315, 9.000000, 0.900000, 
1704476819833303074, 1704476819933484346, 4.076650, 3.715628, 0.159912, 9.000000, 0.900000, 
