sample start (ns), sample end (ns), package-0 (J), core (J), dram (J), amdgpu-pci-0300#power1_average (W), integrated amdgpu-pci-0300#power1_average (J),
1704476100533189692, 1704476100633369379, 4.201650, 3.804556, 0.193176, 39.000000, 3.900000, 
1704476100633369379, 1704476100733534632, 4.613696, 4.255482, 0.207763, 22.000000, 2.200000, 
1704476100733534632, 1704476100832679775, 4.367726, 3.991872, 0.198608, 16.000000, 1.600000, 
1704476100832679775, 1704476100932891814, 3.902090, 3.536002, 0.196655, 12.000000, 1.200000, 
1704476100932891814, 1704476101034864694, 4.226795, 3.866018, 0.211425, 11.000000, 1.100000, 
1704476101034864694, 1704476101133079861, 4.897876, 4.509815, 0.279235, 16.000000, 1.600000, 
1704476101133079861, 1704476101233321622, 5.606614, 5.183153, 0.264343, 20.000000, 2.000000, 
1704476101233321622, 1704476101333454339, 6.479110, 6.084030, 0.280944, 24.000000, 2.400000, 
1704476101333454339, 1704476101433683053, 6.268172, 5.904831, 0.233703, 29.000000, 2.900000, 
1704476101433683053, 1704476101532823956, 6.506148, 6.141159, 0.247802, 40.000000, 4.000000, 
1704476101532823956, 1704476101633033838, 5.243151, 4.844104, 0.277709, 76.000000, 7.600000, 
1704476101633033838, 1704476101733215026, 4.739306, 4.343311, 0.270385, 92.000000, 9.200000, 
1704476101733215026, 1704476101833425070, 5.476305, 5.046679, 0.303344, 58.000000, 5.800000, 
1704476101833425070, 1704476101933608799, 4.397938, 4.017202, 0.263732, 39.000000, 3.900000, 
1704476101933608799, 1704476102032731965, 4.762744, 4.373707, 0.300109, 91.000000, 9.100000, 
1704476102032731965, 1704476102132916369, 4.409534, 4.023671, 0.274597, 114.000000, 11.400000, 
1704476102132916369, 1704476102233107538, 4.325490, 3.943167, 0.269897, 122.000000, 12.200000, 
1704476102233107538, 1704476102333326160, 4.360950, 3.986684, 0.275695, 128.000000, 12.800000, 
1704476102333326160, 1704476102433509533, 4.535023, 4.104603, 0.272643, 130.000000, 13.000000, 
1704476102433509533, 1704476102533643188, 4.402210, 4.019766, 0.271118, 131.000000, 13.100000, 
1704476102533643188, 1704476102632829365, 4.331166, 3.958974, 0.268493, 132.000000, 13.200000, 
1704476102632829365, 1704476102733015557, 4.451954, 4.065297, 0.267760, 129.000000, 12.900000, 
1704476102733015557, 1704476102833199217, 4.611500, 4.239491, 0.267394, 129.000000, 12.900000, 
1704476102833199217, 1704476102933381395, 4.696216, 4.312306, 0.274414, 128.000000, 12.800000, 
1704476102933381395, 1704476103033570317, 4.781298, 4.349293, 0.284972, 138.000000, 13.800000, 
1704476103033570317, 1704476103132739059, 4.600208, 4.216298, 0.273620, 131.000000, 13.100000, 
1704476103132739059, 1704476103232925124, 4.086538, 3.713186, 0.244262, 130.000000, 13.000000, 
1704476103232925124, 1704476103333122787, 4.356617, 3.991567, 0.260925, 139.000000, 13.900000, 
1704476103333122787, 1704476103433318471, 4.208302, 3.839712, 0.238464, 121.000000, 12.100000, 
1704476103433318471, 1704476103533502761, 4.503468, 4.084035, 0.263182, 131.000000, 13.100000, 
1704476103533502761, 1704476103633641681, 4.309071, 3.930471, 0.255310, 137.000000, 13.700000, 
1704476103633641681, 1704476103732823767, 4.295643, 3.934438, 0.230285, 119.000000, 11.900000, 
1704476103732823767, 1704476103833008196, 4.416309, 4.034658, 0.264587, 136.000000, 13.600000, 
1704476103833008196, 1704476103933136793, 3.884390, 3.522207, 0.223083, 122.000000, 12.200000, 
1704476103933136793, 1704476104033351387, 4.366749, 4.000845, 0.261596, 136.000000, 13.600000, 
1704476104033351387, 1704476104133528570, 4.348011, 3.927297, 0.248961, 122.000000, 12.200000, 
1704476104133528570, 1704476104232653721, 3.977041, 3.613333, 0.238891, 127.000000, 12.700000, 
1704476104232653721, 1704476104332846178, 4.239003, 3.861806, 0.261963, 139.000000, 13.900000, 
1704476104332846178, 1704476104433039192, 4.303578, 3.933950, 0.258788, 141.000000, 14.100000, 
1704476104433039192, 1704476104533242806, 4.297047, 3.923391, 0.260375, 144.000000, 14.400000, 
1704476104533242806, 1704476104633428897, 4.211048, 3.841421, 0.261413, 145.000000, 14.500000, 
1704476104633428897, 1704476104733569303, 4.317677, 3.895742, 0.260009, 145.000000, 14.500000, 
1704476104733569303, 1704476104832721832, 4.242421, 3.871999, 0.258545, 144.000000, 14.400000, 
1704476104832721832, 1704476104932916262, 4.233815, 3.860342, 0.259703, 145.000000, 14.500000, 
1704476104932916262, 1704476105033101612, 4.472889, 4.099416, 0.268127, 143.000000, 14.300000, 
1704476105033101612, 1704476105133316253, 4.584095, 4.206959, 0.277282, 144.000000, 14.400000, 
1704476105133316253, 1704476105233503021, 4.293079, 3.869741, 0.261474, 147.000000, 14.700000, 
1704476105233503021, 1704476105333643728, 4.279775, 3.906179, 0.258789, 148.000000, 14.800000, 
1704476105333643728, 1704476105432833806, 4.347706, 3.981374, 0.259887, 149.000000, 14.900000, 
1704476105432833806, 1704476105533020995, 4.209218, 3.831655, 0.256591, 148.000000, 14.800000, 
1704476105533020995, 1704476105633171508, 4.200917, 3.831839, 0.257934, 149.000000, 14.900000, 
1704476105633171508, 1704476105733355155, 4.320484, 3.940786, 0.262328, 149.000000, 14.900000, 
1704476105733355155, 1704476105833543015, 4.314503, 3.900624, 0.262878, 149.000000, 14.900000, 
1704476105833543015, 1704476105932664215, 4.214894, 3.840261, 0.257629, 148.000000, 14.800000, 
1704476105932664215, 1704476106032857062, 4.280873, 3.915213, 0.262694, 149.000000, 14.900000, 
1704476106032857062, 1704476106133067483, 4.503956, 4.125538, 0.269409, 148.000000, 14.800000, 
1704476106133067483, 1704476106233266597, 4.298634, 3.923818, 0.259643, 149.000000, 14.900000, 
1704476106233266597, 1704476106333470192, 4.338978, 3.921865, 0.265258, 149.000000, 14.900000, 
1704476106333470192, 1704476106433645993, 4.306263, 3.930166, 0.259582, 149.000000, 14.900000, 
1704476106433645993, 1704476106532832318, 4.268117, 3.904043, 0.257628, 149.000000, 14.900000, 
1704476106532832318, 1704476106633026065, 4.264637, 3.885610, 0.260009, 149.000000, 14.900000, 
1704476106633026065, 1704476106733198558, 4.244130, 3.873281, 0.257690, 148.000000, 14.800000, 
1704476106733198558, 1704476106833380303, 4.240407, 3.867788, 0.258605, 148.000000, 14.800000, 
1704476106833380303, 1704476106933519781, 4.345814, 3.925100, 0.265014, 148.000000, 14.800000, 
1704476106933519781, 1704476107033702722, 4.286061, 3.914113, 0.261413, 150.000000, 15.000000, 
1704476107033702722, 1704476107132899846, 4.224842, 3.853384, 0.256469, 149.000000, 14.900000, 
1704476107132899846, 1704476107233095116, 4.211965, 3.844961, 0.261657, 147.000000, 14.700000, 
1704476107233095116, 1704476107333290966, 4.257740, 3.880117, 0.258667, 147.000000, 14.700000, 
1704476107333290966, 1704476107433480425, 4.322072, 3.957204, 0.262755, 147.000000, 14.700000, 
1704476107433480425, 1704476107533649974, 4.239857, 3.813040, 0.257873, 147.000000, 14.700000, 
1704476107533649974, 1704476107632863302, 4.250416, 3.883107, 0.257202, 148.000000, 14.800000, 
1704476107632863302, 1704476107733059696, 4.313954, 3.945120, 0.261840, 148.000000, 14.800000, 
1704476107733059696, 1704476107833246324, 4.178761, 3.795339, 0.256164, 148.000000, 14.800000, 
1704476107833246324, 1704476107933453763, 4.245412, 3.883596, 0.262023, 147.000000, 14.700000, 
1704476107933453763, 1704476108033648619, 4.349903, 3.930166, 0.265258, 149.000000, 14.900000, 
1704476108033648619, 1704476108132868745, 4.630115, 4.257130, 0.271240, 144.000000, 14.400000, 
1704476108132868745, 1704476108233056753, 4.323720, 3.939382, 0.263305, 148.000000, 14.800000, 
1704476108233056753, 1704476108333236694, 4.346607, 3.980459, 0.264586, 148.000000, 14.800000, 
1704476108333236694, 1704476108433418120, 4.368214, 3.987233, 0.261474, 150.000000, 15.000000, 
1704476108433418120, 1704476108533602146, 4.289723, 3.880728, 0.262634, 148.000000, 14.800000, 
1704476108533602146, 1704476108632725762, 4.249684, 3.875966, 0.259704, 149.000000, 14.900000, 
1704476108632725762, 1704476108732937132, 4.327015, 3.950979, 0.260070, 149.000000, 14.900000, 
1704476108732937132, 1704476108833149677, 4.292348, 3.916005, 0.261230, 149.000000, 14.900000, 
1704476108833149677, 1704476108933359618, 4.332936, 3.961233, 0.263671, 149.000000, 14.900000, 
1704476108933359618, 1704476109033580814, 4.220448, 3.814748, 0.258666, 147.000000, 14.700000, 
1704476109033580814, 1704476109132710094, 4.318287, 3.942739, 0.257690, 146.000000, 14.600000, 
1704476109132710094, 1704476109232926303, 4.269276, 3.902395, 0.257812, 146.000000, 14.600000, 
1704476109232926303, 1704476109333132911, 4.300526, 3.920767, 0.261657, 147.000000, 14.700000, 
1704476109333132911, 1704476109433307392, 4.351002, 3.979970, 0.260192, 147.000000, 14.700000, 
1704476109433307392, 1704476109533491257, 4.265736, 3.898061, 0.262634, 147.000000, 14.700000, 
1704476109533491257, 1704476109633653988, 4.352223, 3.932302, 0.260375, 147.000000, 14.700000, 
1704476109633653988, 1704476109732832734, 4.195302, 3.823355, 0.256408, 148.000000, 14.800000, 
1704476109732832734, 1704476109833017735, 4.273060, 3.896779, 0.257873, 148.000000, 14.800000, 
1704476109833017735, 1704476109933225011, 4.552479, 4.189015, 0.262390, 142.000000, 14.200000, 
1704476109933225011, 1704476110033405934, 4.473804, 4.091054, 0.260253, 145.000000, 14.500000, 
1704476110033405934, 1704476110133590747, 4.409901, 3.994558, 0.264342, 147.000000, 14.700000, 
1704476110133590747, 1704476110232715243, 4.244923, 3.872243, 0.259094, 148.000000, 14.800000, 
1704476110232715243, 1704476110332898300, 4.236623, 3.863150, 0.259155, 148.000000, 14.800000, 
1704476110332898300, 1704476110433082636, 4.300465, 3.929067, 0.260375, 147.000000, 14.700000, 
1704476110433082636, 1704476110533265948, 4.322316, 3.940297, 0.260192, 148.000000, 14.800000, 
1704476110533265948, 1704476110633447985, 4.297474, 3.925405, 0.259338, 150.000000, 15.000000, 
1704476110633447985, 1704476110733616048, 4.303150, 3.894400, 0.260192, 149.000000, 14.900000, 
1704476110733616048, 1704476110832713550, 4.219045, 3.843251, 0.258727, 149.000000, 14.900000, 
1704476110832713550, 1704476110932897436, 4.284474, 3.909719, 0.259643, 148.000000, 14.800000, 
1704476110932897436, 1704476111033081755, 4.331532, 3.961843, 0.259887, 149.000000, 14.900000, 
1704476111033081755, 1704476111133269829, 4.333485, 3.960622, 0.262512, 148.000000, 14.800000, 
1704476111133269829, 1704476111233479630, 4.250294, 3.871939, 0.257140, 148.000000, 14.800000, 
1704476111233479630, 1704476111333658544, 4.296193, 3.884206, 0.261291, 148.000000, 14.800000, 
1704476111333658544, 1704476111432843260, 4.216908, 3.845877, 0.256530, 147.000000, 14.700000, 
1704476111432843260, 1704476111533058354, 4.308399, 3.935414, 0.259704, 149.000000, 14.900000, 
1704476111533058354, 1704476111633238976, 4.233327, 3.854544, 0.258972, 149.000000, 14.900000, 
1704476111633238976, 1704476111733423768, 4.221241, 3.851430, 0.259581, 148.000000, 14.800000, 
1704476111733423768, 1704476111833603944, 4.277089, 3.903860, 0.262207, 148.000000, 14.800000, 
1704476111833603944, 1704476111932724489, 4.270619, 3.856008, 0.257812, 148.000000, 14.800000, 
1704476111932724489, 1704476112032924837, 4.251393, 3.880910, 0.260192, 148.000000, 14.800000, 
1704476112032924837, 1704476112133100010, 4.416737, 4.044180, 0.262817, 147.000000, 14.700000, 
1704476112133100010, 1704476112233287908, 4.401783, 4.031911, 0.262816, 147.000000, 14.700000, 
1704476112233287908, 1704476112333494914, 4.303578, 3.923085, 0.260620, 147.000000, 14.700000, 
1704476112333494914, 1704476112433644657, 4.343678, 3.963918, 0.263488, 148.000000, 14.800000, 
1704476112433644657, 1704476112532791593, 4.369739, 3.958792, 0.258239, 148.000000, 14.800000, 
1704476112532791593, 1704476112632984464, 4.355397, 3.979665, 0.262267, 149.000000, 14.900000, 
1704476112632984464, 1704476112733167316, 4.359913, 3.989186, 0.261413, 150.000000, 15.000000, 
1704476112733167316, 1704476112833349334, 4.281056, 3.911367, 0.263000, 151.000000, 15.100000, 
1704476112833349334, 1704476112933532354, 4.211415, 3.830435, 0.259033, 150.000000, 15.000000, 
1704476112933532354, 1704476113032655097, 4.260426, 3.848623, 0.259398, 149.000000, 14.900000, 
1704476113032655097, 1704476113132840620, 4.304494, 3.932851, 0.259521, 147.000000, 14.700000, 
1704476113132840620, 1704476113233026621, 4.191883, 3.814626, 0.254394, 147.000000, 14.700000, 
1704476113233026621, 1704476113333200642, 4.306691, 3.931631, 0.261962, 147.000000, 14.700000, 
1704476113333200642, 1704476113433354350, 4.313954, 3.940175, 0.262329, 148.000000, 14.800000, 
1704476113433354350, 1704476113533545109, 4.215565, 3.844351, 0.255858, 148.000000, 14.800000, 
1704476113533545109, 1704476113632674381, 4.281239, 3.868764, 0.260986, 149.000000, 14.900000, 
1704476113632674381, 1704476113732886229, 4.328847, 3.956167, 0.262817, 148.000000, 14.800000, 
1704476113732886229, 1704476113833079004, 4.331959, 3.963979, 0.259582, 149.000000, 14.900000, 
1704476113833079004, 1704476113933241856, 4.318958, 3.935903, 0.262084, 148.000000, 14.800000, 
1704476113933241856, 1704476114033424854, 4.239308, 3.870046, 0.258788, 148.000000, 14.800000, 
1704476114033424854, 1704476114133537627, 4.421742, 4.053701, 0.262451, 149.000000, 14.900000, 
1704476114133537627, 1704476114232678445, 4.232899, 3.808523, 0.259399, 148.000000, 14.800000, 
1704476114232678445, 1704476114332872664, 4.293629, 3.920400, 0.260436, 149.000000, 14.900000, 
1704476114332872664, 1704476114433058894, 4.307790, 3.934255, 0.259643, 148.000000, 14.800000, 
1704476114433058894, 1704476114533263581, 4.309620, 3.931875, 0.259704, 148.000000, 14.800000, 
1704476114533263581, 1704476114633479818, 4.272877, 3.904592, 0.259154, 149.000000, 14.900000, 
1704476114633479818, 1704476114733693793, 4.344472, 3.972524, 0.263855, 150.000000, 15.000000, 
1704476114733693793, 1704476114832870207, 4.293079, 3.883596, 0.258178, 150.000000, 15.000000, 
1704476114832870207, 1704476114933055422, 4.203054, 3.827566, 0.258605, 148.000000, 14.800000, 
1704476114933055422, 1704476115033234298, 4.294361, 3.914968, 0.260803, 149.000000, 14.900000, 
1704476115033234298, 1704476115133418715, 4.334645, 3.968007, 0.259093, 147.000000, 14.700000, 
1704476115133418715, 1704476115233603072, 4.293141, 3.914358, 0.259521, 150.000000, 15.000000, 
1704476115233603072, 1704476115332726708, 4.317371, 3.905568, 0.261657, 150.000000, 15.000000, 
1704476115332726708, 1704476115432912494, 4.292043, 3.921072, 0.260436, 149.000000, 14.900000, 
1704476115432912494, 1704476115533094845, 4.280567, 3.909414, 0.259460, 150.000000, 15.000000, 
1704476115533094845, 1704476115633302141, 4.275929, 3.896047, 0.260253, 150.000000, 15.000000, 
1704476115633302141, 1704476115733485079, 4.285451, 3.911123, 0.259399, 150.000000, 15.000000, 
1704476115733485079, 1704476115833644827, 4.311329, 3.941518, 0.260253, 150.000000, 15.000000, 
1704476115833644827, 1704476115932829528, 4.289906, 3.873159, 0.263549, 151.000000, 15.100000, 
1704476115932829528, 1704476116033062427, 4.214467, 3.842580, 0.257995, 148.000000, 14.800000, 
1704476116033062427, 1704476116133250389, 4.304798, 3.940237, 0.260071, 148.000000, 14.800000, 
1704476116133250389, 1704476116233431910, 4.256947, 3.873342, 0.259642, 148.000000, 14.800000, 
1704476116233431910, 1704476116333618073, 4.200551, 3.835134, 0.257873, 149.000000, 14.900000, 
1704476116333618073, 1704476116432748427, 4.348561, 3.930105, 0.260315, 149.000000, 14.900000, 
1704476116432748427, 1704476116532929515, 4.328419, 3.956411, 0.261718, 149.000000, 14.900000, 
1704476116532929515, 1704476116633068804, 4.211842, 3.835195, 0.257384, 149.000000, 14.900000, 
1704476116633068804, 1704476116733254732, 4.277150, 3.903066, 0.259643, 151.000000, 15.100000, 
1704476116733254732, 1704476116833443716, 4.313954, 3.945852, 0.261230, 150.000000, 15.000000, 
1704476116833443716, 1704476116933628022, 4.349354, 3.974721, 0.261352, 149.000000, 14.900000, 
1704476116933628022, 1704476117032817328, 4.254017, 3.837576, 0.259032, 148.000000, 14.800000, 
1704476117032817328, 1704476117133002350, 4.301808, 3.927358, 0.259826, 147.000000, 14.700000, 
1704476117133002350, 1704476117233204834, 4.312062, 3.939931, 0.260559, 148.000000, 14.800000, 
1704476117233204834, 1704476117333391980, 4.250172, 3.882742, 0.260009, 149.000000, 14.900000, 
1704476117333391980, 1704476117433578526, 4.329152, 3.947499, 0.259948, 148.000000, 14.800000, 
1704476117433578526, 1704476117532702533, 4.265553, 3.888784, 0.257140, 149.000000, 14.900000, 
1704476117532702533, 1704476117632893035, 4.398121, 3.989370, 0.264526, 149.000000, 14.900000, 
1704476117632893035, 1704476117733076630, 4.188588, 3.816336, 0.256408, 149.000000, 14.900000, 
1704476117733076630, 1704476117833260931, 4.346363, 3.973317, 0.261291, 150.000000, 15.000000, 
1704476117833260931, 1704476117933442835, 4.335438, 3.956289, 0.261779, 149.000000, 14.900000, 
1704476117933442835, 1704476118033628276, 4.216969, 3.840871, 0.257812, 150.000000, 15.000000, 
1704476118033628276, 1704476118132757537, 4.272755, 3.900381, 0.260680, 147.000000, 14.700000, 
1704476118132757537, 1704476118232944532, 4.262074, 3.852895, 0.258484, 147.000000, 14.700000, 
1704476118232944532, 1704476118333093361, 4.283437, 3.909170, 0.258483, 148.000000, 14.800000, 
1704476118333093361, 1704476118433285547, 4.287892, 3.914114, 0.259277, 148.000000, 14.800000, 
1704476118433285547, 1704476118533476441, 4.291493, 3.919423, 0.262023, 148.000000, 14.800000, 
1704476118533476441, 1704476118633643449, 4.230457, 3.853872, 0.257506, 150.000000, 15.000000, 
1704476118633643449, 1704476118732772978, 4.284230, 3.915761, 0.261719, 148.000000, 14.800000, 
1704476118732772978, 1704476118832982218, 4.488819, 4.071157, 0.263976, 147.000000, 14.700000, 
1704476118832982218, 1704476118933171891, 4.313344, 3.942983, 0.260375, 147.000000, 14.700000, 
1704476118933171891, 1704476119033358629, 4.281788, 3.909719, 0.259643, 148.000000, 14.800000, 
1704476119033358629, 1704476119133541013, 4.344960, 3.961172, 0.258850, 146.000000, 14.600000, 
1704476119133541013, 1704476119232667236, 4.239613, 3.877370, 0.255431, 145.000000, 14.500000, 
1704476119232667236, 1704476119332871547, 4.259510, 3.841909, 0.257995, 144.000000, 14.400000, 
1704476119332871547, 1704476119433115623, 4.343861, 3.973501, 0.259826, 145.000000, 14.500000, 
1704476119433115623, 1704476119533305284, 4.282765, 3.905690, 0.260375, 147.000000, 14.700000, 
1704476119533305284, 1704476119633489664, 4.273366, 3.898855, 0.259338, 148.000000, 14.800000, 
1704476119633489664, 1704476119733642906, 4.263783, 3.891653, 0.257385, 147.000000, 14.700000, 
1704476119733642906, 1704476119832817120, 4.244923, 3.834585, 0.258056, 145.000000, 14.500000, 
1704476119832817120, 1704476119932999215, 4.319691, 3.948964, 0.261046, 147.000000, 14.700000, 
1704476119932999215, 1704476120033188838, 4.275258, 3.899099, 0.257751, 147.000000, 14.700000, 
1704476120033188838, 1704476120133405322, 4.365894, 3.998159, 0.261657, 148.000000, 14.800000, 
1704476120133405322, 1704476120233589993, 4.248586, 3.865896, 0.255676, 147.000000, 14.700000, 
1704476120233589993, 1704476120332715316, 4.203968, 3.833974, 0.255736, 148.000000, 14.800000, 
1704476120332715316, 1704476120432899232, 4.348805, 3.933706, 0.262207, 147.000000, 14.700000, 
1704476120432899232, 1704476120533083112, 4.312428, 3.942190, 0.260131, 151.000000, 15.100000, 
1704476120533083112, 1704476120633272604, 4.227711, 3.855703, 0.257995, 151.000000, 15.100000, 
1704476120633272604, 1704476120733460272, 4.319447, 3.949636, 0.258605, 150.000000, 15.000000, 
1704476120733460272, 1704476120833588789, 4.321889, 3.940541, 0.260864, 151.000000, 15.100000, 
1704476120833588789, 1704476120932714311, 4.299549, 3.927297, 0.257751, 152.000000, 15.200000, 
1704476120932714311, 1704476121032895327, 4.371998, 3.954763, 0.263366, 151.000000, 15.100000, 
1704476121032895327, 1704476121133095256, 4.374196, 4.004568, 0.261718, 152.000000, 15.200000, 
1704476121133095256, 1704476121233284065, 4.367176, 3.989674, 0.263305, 154.000000, 15.400000, 
1704476121233284065, 1704476121333482814, 4.367726, 3.997427, 0.261413, 153.000000, 15.300000, 
1704476121333482814, 1704476121433645158, 4.301441, 3.929555, 0.258483, 151.000000, 15.100000, 
1704476121433645158, 1704476121532826385, 4.270253, 3.895986, 0.259399, 151.000000, 15.100000, 
1704476121532826385, 1704476121632978819, 4.293446, 3.879507, 0.258605, 150.000000, 15.000000, 
1704476121632978819, 1704476121733165706, 4.241688, 3.865835, 0.258056, 150.000000, 15.000000, 
1704476121733165706, 1704476121833350227, 4.264272, 3.892446, 0.259338, 150.000000, 15.000000, 
1704476121833350227, 1704476121933540024, 4.731555, 4.357960, 0.275817, 146.000000, 14.600000, 
1704476121933540024, 1704476122033699015, 4.350514, 3.971425, 0.261413, 148.000000, 14.800000, 
1704476122033699015, 1704476122132882695, 4.471546, 4.055959, 0.264342, 146.000000, 14.600000, 
1704476122132882695, 1704476122233069520, 4.256886, 3.882375, 0.258666, 146.000000, 14.600000, 
1704476122233069520, 1704476122333188221, 4.249257, 3.875296, 0.257568, 147.000000, 14.700000, 
1704476122333188221, 1704476122433379407, 4.375721, 4.007252, 0.262207, 148.000000, 14.800000, 
1704476122433379407, 1704476122533595244, 3.491202, 3.112908, 0.204284, 104.000000, 10.400000, 
1704476122533595244, 1704476122632769065, 0.941892, 0.585569, 0.112304, 43.000000, 4.300000, 
1704476122632769065, 1704476122733166249, 0.614134, 0.258117, 0.110534, 20.000000, 2.000000, 
1704476122733166249, 1704476122833435364, 0.586852, 0.237427, 0.106384, 12.000000, 1.200000, 
1704476122833435364, 1704476122932723136, 0.602720, 0.257262, 0.112915, 8.000000, 0.800000, 
1704476122932723136, 1704476123032986819, 0.640746, 0.286987, 0.113464, 7.000000, 0.700000, 
1704476123032986819, 1704476123133250113, 2.357172, 2.005121, 0.205749, 9.000000, 0.900000, 
1704476123133250113, 1704476123233469721, 3.216178, 2.853997, 0.177856, 8.000000, 0.800000, 
1704476123233469721, 1704476123332649904, 2.785149, 2.429803, 0.169617, 7.000000, 0.700000, 
1704476123332649904, 1704476123432912293, 2.432367, 2.063166, 0.163451, 7.000000, 0.700000, 
1704476123432912293, 1704476123533136807, 1.791438, 1.441525, 0.148926, 7.000000, 0.700000, 
1704476123533136807, 1704476123633346708, 3.307059, 2.951836, 0.148437, 7.000000, 0.700000, 
1704476123633346708, 1704476123733593314, 3.486442, 3.137565, 0.185363, 7.000000, 0.700000, 
1704476123733593314, 1704476123832770640, 3.485220, 3.107414, 0.183715, 7.000000, 0.700000, 
1704476123832770640, 1704476123932972610, 3.577750, 3.179496, 0.186890, 7.000000, 0.700000, 
1704476123932972610, 1704476124033183928, 3.512808, 3.147819, 0.183715, 7.000000, 0.700000, 
1704476124033183928, 1704476124133380314, 3.392204, 3.033806, 0.182189, 7.000000, 0.700000, 
1704476124133380314, 1704476124233609717, 3.688894, 3.312858, 0.194763, 8.000000, 0.800000, 
1704476124233609717, 1704476124332727749, 3.553152, 3.179557, 0.188110, 8.000000, 0.800000, 
1704476124332727749, 1704476124432944994, 3.768912, 3.371634, 0.192810, 8.000000, 0.800000, 
1704476124432944994, 1704476124533187545, 3.724844, 3.356132, 0.194579, 11.000000, 1.100000, 
1704476124533187545, 1704476124633428708, 3.393912, 3.038811, 0.161316, 10.000000, 1.000000, 
1704476124633428708, 1704476124733676903, 3.026603, 2.673516, 0.145446, 9.000000, 0.900000, 
1704476124733676903, 1704476124832948061, 2.890618, 2.519219, 0.126220, 8.000000, 0.800000, 
1704476124832948061, 1704476124933149307, 2.879204, 2.531427, 0.117859, 7.000000, 0.700000, 
1704476124933149307, 1704476125033387446, 2.939751, 2.590081, 0.128112, 7.000000, 0.700000, 
1704476125033387446, 1704476125133666271, 3.130180, 2.780755, 0.137390, 7.000000, 0.700000, 
1704476125133666271, 1704476125232913774, 3.029838, 2.658379, 0.129272, 7.000000, 0.700000, 
1704476125232913774, 1704476125333146854, 2.856927, 2.508844, 0.117737, 7.000000, 0.700000, 
1704476125333146854, 1704476125433412647, 2.901176, 2.556146, 0.113830, 6.000000, 0.600000, 
1704476125433412647, 1704476125533621365, 3.056450, 2.704583, 0.132080, 7.000000, 0.700000, 
1704476125533621365, 1704476125632858169, 3.042351, 2.695732, 0.129272, 7.000000, 0.700000, 
1704476125632858169, 1704476125733064577, 2.977470, 2.602533, 0.125061, 7.000000, 0.700000, 
1704476125733064577, 1704476125833333509, 3.063957, 2.715264, 0.130615, 7.000000, 0.700000, 
1704476125833333509, 1704476125933600132, 2.851250, 2.503839, 0.115356, 7.000000, 0.700000, 
1704476125933600132, 1704476126032847559, 2.800164, 2.460137, 0.112060, 6.000000, 0.600000, 
1704476126032847559, 1704476126133116662, 2.873527, 2.497553, 0.118957, 6.000000, 0.600000, 
1704476126133116662, 1704476126233322189, 2.877129, 2.526849, 0.116455, 6.000000, 0.600000, 
1704476126233322189, 1704476126333530200, 2.888970, 2.543023, 0.118042, 7.000000, 0.700000, 
1704476126333530200, 1704476126432680413, 3.118644, 2.770379, 0.132080, 7.000000, 0.700000, 
1704476126432680413, 1704476126532949099, 3.000725, 2.655022, 0.121642, 7.000000, 0.700000, 
1704476126532949099, 1704476126633154127, 2.902825, 2.525079, 0.115356, 7.000000, 0.700000, 
1704476126633154127, 1704476126733325442, 3.160270, 2.813958, 0.126465, 6.000000, 0.600000, 
1704476126733325442, 1704476126833560649, 3.625052, 3.269523, 0.162414, 7.000000, 0.700000, 
1704476126833560649, 1704476126932710010, 3.407767, 3.054374, 0.173034, 7.000000, 0.700000, 
1704476126932710010, 1704476127032914449, 4.008351, 3.634390, 0.210998, 8.000000, 0.800000, 
1704476127032914449, 1704476127133125701, 3.491752, 3.112419, 0.169128, 8.000000, 0.800000, 
1704476127133125701, 1704476127233315694, 3.475760, 3.130241, 0.172729, 8.000000, 0.800000, 
1704476127233315694, 1704476127333558677, 5.406602, 5.010241, 0.283264, 9.000000, 0.900000, 
1704476127333558677, 1704476127432716864, 3.981252, 3.603201, 0.192260, 8.000000, 0.800000, 
1704476127432716864, 1704476127532933091, 4.143727, 3.775503, 0.227966, 9.000000, 0.900000, 
1704476127532933091, 1704476127633116849, 3.527030, 3.140800, 0.192687, 9.000000, 0.900000, 
1704476127633116849, 1704476127733298403, 3.894704, 3.536612, 0.214721, 10.000000, 1.000000, 
1704476127733298403, 1704476127833505809, 4.184682, 3.818716, 0.185364, 9.000000, 0.900000, 
1704476127833505809, 1704476127933664844, 3.821340, 3.446891, 0.193542, 10.000000, 1.000000, 
1704476127933664844, 1704476128032887776, 1.394223, 1.030393, 0.177978, 9.000000, 0.900000, 
1704476128032887776, 1704476128133136400, 1.013181, 0.648863, 0.161926, 9.000000, 0.900000, 
1704476128133136400, 1704476128233530362, 2.311945, 1.972407, 0.156493, 8.000000, 0.800000, 
1704476128233530362, 1704476128332653202, 4.760180, 4.382862, 0.237854, 9.000000, 0.900000, 
1704476128332653202, 1704476128432890254, 2.865227, 2.494623, 0.184570, 9.000000, 0.900000, 
1704476128432890254, 1704476128533136650, 0.954771, 0.587401, 0.149779, 9.000000, 0.900000, 
1704476128533136650, 1704476128633564040, 0.676207, 0.326720, 0.138001, 9.000000, 0.900000, 
1704476128633564040, 1704476128732772715, 0.733457, 0.387145, 0.141906, 9.000000, 0.900000, 
1704476128732772715, 1704476128832998391, 1.280148, 0.968503, 0.167480, 9.000000, 0.900000, 
1704476128832998391, 1704476128933216374, 4.000478, 3.601004, 0.168823, 9.000000, 0.900000, 
